DateTime,Pair,Direction,Risk%,RR,Result,P/L(R),BeforeImage,AfterImage,Notes
2026-01-07 10:32,eurjpy,Sell,1.0,3.0,Win,3.0,images/before/20260107_103212_EURJPY_2026-01-06_17-19-30.png,images/after/20260107_103212_EURJPY_2026-01-07_07-56-38.png,
